shp	00-12	NATO HUISHACANRA ONANTIAQUIN YOIAI JA JONIN BAQUEBAON JACON JAHUEQUl ARESTI SHINAN iqui jaticashbi ja shinanya iti; huestiorabira ja shinanhoma itima iqui nato neten. Huetsa maimea apobaonra jahuen jonibaon jascara jacon shinan aresti onanshon senenhati yoiti iqui, jatíbiain. Jascara acantira jato jatíbíain yoiti iqui, escuelancoshon jato asheacanon ishon, jainshon jato queshanquin rebesti iqui, jatíshonbi onancanon ishon; jainshonribi onancanti iqui, jascatash ja esébo onanas'h noa jati.
skr	00-12	کیوں جور کن ملکاں نے اے دی وعدہ کیتے جو اقوام متحدہ دے تعاون نال پوری دنیا وچ انسانی حقوق منویسن تے جیادی ازادیاں ڋویسن ۔
skr	00-13	کیوں جو انہاں و عدیاں کوں پورا کرڻ کیتے ضروری ہے جو اساں حقوق تے ازادیاں کو سمجھوں ۔
skr	00-14	ہیں کیتے ة ۔
skr	00-15	جنرل اسمبلی اعلان کریندی ہے جو
skr	00-16	انسانی حقوق دا اے عالمی منشور ساریاں قوماں تے ملکاں کیتے این مقصد دے حصول داہکو ڄیاں معیار ہو سی تاں جو ہر بندہ تے وسیب دا ہر طبقہ ایکوں آپڻے سامڻے رکھیندے ہوے تعلیم تے تدریں دے ذریعے حقوق تے ازادیاں دا احترام پیدا کرے اتے قومی تے بین الا قوامی کار گزاری دے ذریعے رکن ملکاں تے انہاں دے ماتحت علا قیاں وچ انہاں کوں منولوڻ دیاں کوششاں کرے ۔
ssw	00-12	emave langemalunga (Member States) enta sitsembiso ekufezeni, ngekubambisana naMhlabuhlangene, ekuchubekiseleni phambili inhlonipho yemhlaba wonkhe nekunakekela emalungelo ebantfu kanye nekukhululeka lokusisekelo,
ssw	00-13	Njengoba
ssw	00-14	kucondzakala lokuvamile kwalamalungelo naletinkhululeko kuyintfo lemcoka kakhulu kuze kubonakale ngalokugcwele lokwenta lesitsembiso,
ssw	00-15	Nyalo, Ngakoke, UMHLANGANO WAWONKHEWONKHE Umemetala kutsi
ssw	00-16	LESI SIMEMETELO SEMHLABA WONKHE LESIMAYELANA NEMALUNGELO EBUNTFU singatsi silizinga lelivamile lelikhomba imphumelelo yebantfu bonkhe kanye netive tonkhe, kuze kutsi ekugcineni wonkhe umuntfu ngamunye ngamunye, nemagatja anoma ngumuphi umphakatsi, ngekuhlala bacabanga ngaleSimemetelo ngaso sonkhe sikhatsi, batawuzama ngekufundzisa nekwatisa kuze bakhulise lizinga lokuba nenhlonipho mayelana nalamalungelo netinkhululeko, nangekutsatsa tinyatselo letiya embili, esiveni nasemphakatsini wetive, kuze letintfo titfole kutsi tatiwe mhlabawonkhe, tatiwe ngemiphumela nangekuvumeleka kwato nangekutsi‐ke tiyagcinwa (noma tiyentiwa), tigcine tigcinwa ngiwo onkhe emave langemalunga elenhlangano (Member States) ngekwawo tibuye futsi tigcinwe futsi ngemave langaphansi kwalamave lakulenhlangano.
tgl	00-12	ng mga Karapatan ng Tao
tgl	00-13	bilang pangkalahatang pamantayang maisasagawa para sa lahat ng tao at bansa, sa layuning ang bawat tao at bawat galamay ng lipunan, na laging nasa isip ang Pahayag na ito, ay magsikap sa pamamagitan ng pagtuturo at edukasyon na maitaguyod ang paggalang sa mga karapatan at kalayaang ito at sa pamamagitan ng mga hakbang na pagsulong na pambansa at pandaigdig, ay makamtan ang pangkalahatan at mabisang pagkilala at pagtalima sa mga ito, maging ng mga mamamayan ng mga Kasaping Estado at ng mga mamamayan ng mga teritoryo na nasa ilalim ng kanilang nasasakupan.
tiv	00-12	keng keng man a lu vough yô.
tiv	00-13	doo u ior sha won cii kua ityar i ve lu ker ia nongo tsung u umbur kwagh u vesen u i har sha mi ne, sha u tesen ken makeranta man shi u pasen ior er, doo u vea wa iko a mlu gbar gbar u umace shi vea nôngo tsung er, hanma tar sha tseeneke u u, shin ua zua ave vea ityar igen, u kuran ityendezwa i eren a umace dedoo ne a hanmaor cii.
ton	00-12	ko e tukunga ngaue fakalukufua ma’ae kakai kotoa pea mo e kotoa ‘o e ngaahi pule’anga, pea koe’uhi ‘oku fiema’u ‘a e tokotaha kotoa pe pea mo e katoa ‘o e ngaahi kupu ‘o e sosaieti, ‘i he’enau manatua ‘a e Tohi Fakahaha ni, ke nau feinga ‘i he funga ‘o e ako’i mo e fakahinohino ke paotoloaki ‘a e faka’apa’apa’i ‘o e ngaahi totonu mo e ngaahi tau’ataina ko ‘eni, pea ‘i ha founga fakaonopooni, fakalotofonua pe fakavaha’apule’anga ke fakapapau’i fakamamanilahi mo ta’eveiveiua hono tokangaekina’i mo ngaue’i kinautolu ‘i he vaha’a ‘o e kakai ‘o e ngaahi Pule’anga Memipa pea ‘i he vaha’a ‘o e kakai ‘o e ngaahi vahe fonua ‘oku nau kei pule’i fakakolonia.
tso_ZW	00-12	Tanihi xipimelo xa mani na mani lexi fikelelekaka xa vanhu hinkwavo na matiko hinkwawo, leswaku eku heteleleni munhu un’wana na un’wana na xirho xin’wana na xin’wana xa muganga, hi ku mandzela enhlokweni Xiboho lexi, xi ta ringeta hi ku dyondzisa na dyondzo ku tlakuseta nxiximo wa tifanelo leti na mitshunxeko na hi maendlelo ya nga ni mbuyelo, etikweni ni le handle ka matiko hi xikongomelo xo fikelela ku tekeriwa enhlokweni no lemukiwa leswi hetisekeke, exikarhi ka Matikoswirho hi xiviri ni le xikarhi ka vanhu lava nga le hansi ka mfumo wa vona.
ykg	02-03	- тэт социальнэй паруол (происхождение) тадаатэ политическэй чундэ хуодэдэ банулги, тэт идьирэ тэтчиэ уури элньэмэньиийэ ҥолул;
ykg	02-04	- тэт лэwэйнбурэбэ чамуолги уури йукуолги, мөрдьэньилги уури элмөрдьэньилги;
zam	00-12	Xa xgab mien x diti yets nkie ta xa mien rop lis xgab kuan gak xa nkie nted mienlut xa juin ndob diti yets tre yets kuan na ndob nxe xata gui yets kuan nak.
